Date,CITY,CNT
2020-05-19,BERUWALA,1
2019-08-16,KOCHCHIKADE 11540,1
2019-08-23,KOTTE,4
2019-10-21,COLOMBO 5,13
2019-12-30,COLOMBO 8,1
2019-07-11,COLOMBO 7,4
2019-08-19,MULLERIYA,1
2020-02-14,TALAWATUGODA,1
2020-04-22,MALWANA,6
2019-09-09,COLOMBO 10,7
2019-11-08,BADALGAMA,5
2020-01-02,PANNIPITIYA,2
2019-06-24,KADUWELA,1
2019-08-10,HOMAGAMA,2
2020-03-06,MIRIGAMA,2
2020-01-04,COLOMBO 12,1
2020-01-27,COLOMBO 1,11
2019-10-14,Seethawaka,3
2020-02-20,KURUNEGALA,1
2019-06-19,KADAWATHA,2
2019-08-02,KATUWELLEGAMA,2
2019-09-19,Ragama,8
2020-05-27,MAHARAGAMA,2
2019-08-28,HABARADUWA,1
2019-07-08,BORALESGAMUWA,3
2019-06-04,AVISSWELA,1
2019-09-09,YAKKALA,1
2020-05-26,DEHIWALA,3
2019-09-05,COLOMBO 10,5
2019-06-11,JA ELA,2
2020-01-20,BANDARAGAMA,1
2019-07-18,NAWANA,1
2019-08-30,KURUNEGALA,2
2019-10-23,RATMALWALA,1
2019-11-21,CHILAW,1
2020-04-24,NEBODA,2
2019-06-01,Battaramulla,1
2019-07-13,KADAWATHA,2
2019-12-13,MINUWANGODA,2
2019-11-22,NUGEGODA,8
2020-05-09,NUGEGODA,1
2019-07-05,VEYANGODA,1
2019-08-05,EKALA,2
2019-10-16,COLOMBO 8,1
2019-10-04,COLOMBO 5,2
2019-11-25,KATUWELLEGAMA,1
2019-06-18,JA-ELA,1
2019-09-30,COLOMBO,36
2020-05-23,KALAGEDIHENA,1
2019-06-14,COLOMBO,55
2020-02-19,KALUTARA,1
2019-09-12,COLOMBO 15,2
2020-01-23,GAMPAHA,3
2019-10-05,AVISSAWELLA,3
2019-10-23,DEHIWALA,3
2019-11-07,BADALGAMA,2
2020-03-19,KOSGODA,1
2019-07-04,WATTALA,2
2020-03-06,MOUNT LAVINIA,2
2020-04-20,KANDANA,1
2020-05-04,bepzbiyagama,5
2020-03-13,GAMPAHA,1
2020-04-25,COLOMBO 5,6
2019-09-03,BIYAGAMA,1
2019-09-23,PERADENIYA,1
2019-10-12,COLOMBO 1,13
2019-12-03,COLOMBO 13,1
2019-09-02,KALUTARA,1
2020-01-13,MORATUWA,8
2020-03-11,KELANIYA,1
2020-05-13,KOTTEGODA,1
2020-01-30,COLOMBO 11,1
2020-05-09,COLOMBO 6,1
2019-07-10,RAJAGIRIYA,1
2019-08-05,NAINAMADAMA,1
2019-10-12,COLOMBO 8,3
2019-11-14,BORALUGODA,1
2020-05-12,COLOMBO 2,14
2020-05-27,KANDY,1
2019-08-23,PANNIPITIYA,1
2019-11-04,JA-ELA,3
2019-12-13,AVISSAWELLA,3
2020-02-17,POLGASOWITA,2
2020-02-22,MALWANA,7
2020-02-29,COLOMBO 3,43
2020-05-05,PANNIPITIYA,1
2019-06-10,KADAWATHA,6
2020-01-16,NEBODA,2
2019-10-09,NITTAMBUWA,1
2019-11-13,MORATUWA,1
2019-11-15,GAMPAHA,1
2020-01-18,GALLE,1
2020-01-09,UDUGAMPOLA,1
2019-06-10,KELANIYA,5
2020-01-04,COLOMBO 10,2
2020-05-14,TISSAMAHARAMA,1
2019-09-12,MATARA,1
2019-11-30,COLOMBO 15,2
2019-07-06,GAMPAHA,10
2019-12-18,COLOMBO 6,1
2019-09-07,BATTARAMULLA,1
2019-11-09,COLOMBO 13,1
2020-02-22,NEGOMBO,2
2019-08-30,WATTALA,6
2019-09-30,COLOMBO 1,30
2019-12-04,AVISSAWELLA,3
2020-04-08,PUTTALAM,1
2019-07-19,COLOMBO 9,1
2020-01-29,COLOMBO 9,1
2019-06-15,NEGOMBO,1
2019-06-19,MALWANA,2
2020-02-24,PANNALA,1
2019-07-02,COLOMBO 3,4
2020-05-13,RATNAPURA,1
2020-03-04,KOHUWALA,1
2020-05-19,COLOMBO 8,6
2020-02-05,MOUNT LAVINIA,1
2020-05-26,RANALA,1
2019-07-25,PELIYAGODA,2
2019-09-16,RATMALWALA,1
2019-10-31,MULLERIYAWA NEW TOWN,1
2019-11-28,BIYAGAMA,7
2019-07-19,KATUNAYAKE EPZ,1
2019-11-30,BIYAGAMA IPZ,5
2020-04-23,DEHIWALA,5
2019-11-06,COLOMBO 4,1
2020-01-20,JA ELA,3
2019-06-22,DELGODA,1
2019-10-30,KOTTE,1
2019-11-30,278 UNION PL COLOMBO 02,1
2019-12-10,PADUKKA,1
2019-12-26,COLOMBO 10,3
2019-12-26,COLOMBO 13,2
2019-08-31,ANURADHAPURA,2
2020-02-28,ANURADHAPURA,2
2019-09-12,COLOMBO 2,10
2019-10-02,DEHIWALA,3
2019-11-29,EKALA,3
2019-06-19,NEGOMBO,1
2019-09-10,BADALGAMA,1
2019-06-13,BINGIRIYA,1
2019-10-15,DIVULAPITIYA,1
2019-10-31,MAHAWEWA,1
2019-06-14,COLOMBO 8,6
2019-10-26,AVISSAWELLA,2
2019-11-30,COLOMBO 7,11
2020-03-18,NUGEGODA,2
2019-06-07,THALAHITIMULLA,1
2019-12-02,MOUNT LAVINIA,1
2019-08-15,KOLONNAWA,2
2019-09-16,THALANGAMA SOUTH,1
2019-11-25,MAKOLA,2
2020-03-10,bepzbiyagama,3
2019-07-25,Ragama,2
2020-04-23,GANEMULLA,1
2019-06-14,JA-ELA,1
2019-08-23,KADUGANNAWA,1
2019-08-26,MEEGODA,1
2020-02-20,AVISSAWELLA,1
2019-07-11,KADAWATHA,2
2019-10-03,DANKOTUWA,3
2019-08-24,COLOMBO,25
2019-11-18,BADALGAMA,5
2020-02-17,RAJANGANAYA,1
2019-10-24,NUGEGODA,3
2019-12-19,NUGEGODA,3
2020-04-10,RANALA,3
2019-07-08,COLOMBO 3,85
2019-07-15,COLOMBO 1,8
2020-02-24,AKARAGAMA,1
2019-08-21,MALWANA,2
2019-09-19,WARAKAPOLA,1
2019-10-18,KANDY,2
2019-11-02,KATANA,1
2019-11-23,KELANIYA,1
2020-03-02,MANDAWELA,1
2020-03-14,COLOMBO 6,3
2019-09-19,COLOMBO 9,1
2019-10-14,RATNAPURA,1
2019-12-14,NEGOMBO,1
2020-03-02,KATUNAYAKE,15
2019-11-09,DELGODA,2
2019-10-24,MATARA,1
2020-02-13,HOMAGAMA,1
2019-06-25,HORANA,2
2019-09-21,Ragama,5
2019-12-30,MORATUWA,1
2020-01-11,GONAWALA,1
2020-02-26,COLOMBO 4,1
2019-09-23,KALUTARA,2
2019-11-08,KANDY,1
2019-11-26,WATTALA,3
2019-10-07,KATUNAYAKE (FTZ),3
2019-10-09,BATTARAMULLA,2
2020-02-03,WALGAMA MALWANA,1
2019-10-16,MORATUWA,1
2019-12-09,MALABE,1
2020-01-11,COLOMBO 9,2
2019-10-04,EKALA,1
2020-02-21,KATUNERIYA,3
2020-03-24,"KATUNAYAKE ",24
2019-08-20,RATMALANA 10370,1
2019-11-08,COLOMBO 3,62
2019-08-10,MORATUWA,4
2020-05-30,RAJAGIRIYA,1
2019-10-09,KELANIYA,1
2019-11-06,Kadiwela,1
2019-12-21,COLOMBO 1,9
2020-03-14,COLOMBO 4,2
2019-07-18,NITTAMBUWA,3
2019-11-20,KATUNERIYA,1
2019-12-05,LIYANGAHAWELA,1
2020-02-14,DIVULAPITIYA,1
2019-06-24,COLOMBO,119
2019-07-25,BADALGAMA,3
2019-08-13,KURUNEGALA,1
2020-05-30,COLOMBO 9,1
2019-06-06,RATMALANA,2
2019-06-21,GAMPAHA,11
2020-01-08,COLOMBO,10
2019-12-16,WATTALA,5
2019-08-08,COLOMBO 3,58
2019-09-05,WATTALA,2
2019-10-26,ragama,3
2019-09-17,GAMAGODA,1
2019-11-23,MAKOLA,1
2019-08-19,DEDIGAMUWA,1
2020-01-24,COLOMBO 3,35
2020-03-07,HOMAGAMA,1
2019-10-31,COLOMBO 2,7
2020-03-11,RANALA,1
2020-02-17,KATUWELLEGAMA,1
2020-04-21,DEHIWALA,1
2019-06-04,JA-ELA,1
2019-07-17,COLOMBO 9,1
2019-08-05,TRINCOMALEE,1
2019-08-29,NITTAMBUWA,2
2019-11-23,BATTARAMULLA,3
2020-01-09,GANEMULLA,4
2019-08-24,HANWELLA,1
2019-08-26,GAMPAHA,6
2019-11-06,KAPUGODA,4
2019-06-24,KAPUGODA,2
2020-01-11,WARAKAPOLA,1
2020-05-25,COLOMBO 3,1
2019-09-19,GONAWALA,1
2020-05-05,COLOMBO 5,1
2020-01-30,TALAWATUGODA,1
2020-04-24,NUGEGODA,4
2019-06-28,COLOMBO,57
2019-11-04,COLOMBO 8,1
2019-06-06,AVISSAWELLA,1
2019-11-28,DEHIWALA,3
2019-06-06,SEEDUWA,1
2019-10-03,Dehiwela,2
2019-11-14,WATTALA,1
2019-11-21,PANNIPITIYA,1
2019-09-19,KANDY,3
2020-01-14,BATTARAMULLA,1
2020-05-18,RATMALANA,1
2019-06-08,JA-ELA,1
2019-07-02,COLOMBO 7,2
2019-10-28,MATARA,2
2019-06-11,COLOMBO 6,1
2019-12-20,COLOMBO 15,1
2019-12-26,RAJAGIRIYA,1
2020-05-04,KADAWATHA,1
2020-05-11,bepzbiyagama,11
2019-06-28,KAPUGODA,2
2019-09-11,COLOMBO 5,1
2019-10-19,KEGALLE,1
2019-11-11,COLOMBO 6,3
2019-06-25,MAHARAGAMA,1
2019-07-09,GAMPAHA,2
2019-11-08,RAJAGIRIYA,8
2019-08-03,MAHARAGAMA,1
2020-03-14,AVISSAWELLA,2
2019-06-28,HANWELLA,1
2020-03-19,bepzbiyagama,2
2020-03-30,MALWANA,3
2020-05-26,COLOMBO 14,4
2020-02-05,RATMALANA,2
2020-02-20,COLOMBO 2,7
2020-02-29,EKALA,2
2019-06-11,BADALGAMA,2
2019-10-12,BIYAGAMA,6
2019-10-19,BORALESGAMUWA,3
2019-11-11,MATALE,2
2019-09-18,KOLONNAWA,3
2019-08-03,HORANA,2
2019-10-03,COLOMBO 6,5
2019-08-19,HOMAGAMA,2
2019-09-16,KAPUGODA,1
2019-12-07,COLOMBO 1,10
2020-01-23,PANNIPITIYA,2
2020-02-13,GALLE,2
2019-08-03,MATARA,2
2019-11-19,WATTALA,3
2020-01-22,BADALGAMA,12
2019-11-07,COLOMBO,21
2019-11-28,Makola,1
2020-05-27,DEDIGAMUWA,1
2020-06-01,SANDALANKAWA,2
2019-08-05,DHARGA TOWN,1
2020-01-06,BORALESGAMUWA,5
2019-07-13,NITTAMBUWA,3
2020-01-25,KAPUGODA,2
2019-06-11,COLOMBO 15,2
2019-09-03,DEHIWALA,2
2019-09-14,KIRINDIWELA,1
2020-02-24,COLOMBO 15,3
2019-06-28,DELGODA,1
2020-02-14,COLOMBO 14,2
2020-05-11,KADAWATHA,3
2019-07-22,NUGEGODA,4
2020-02-27,AKARAGAMA,1
2019-07-31,GAMPAHA,1
2019-06-04,WATTALA,2
2019-10-16,BIYAGAMA,4
2020-03-14,Ratmalana,6
2019-10-21,COLOMBO 11,6
2020-01-30,COLOMBO 4,2
2020-02-14,COLOMBO 11,2
2020-02-29,Wathupitiwala,1
2020-03-31,COLOMBO 7,4
2019-06-25,SIDDAMULLA,1
2019-07-30,MALABE,2
2019-11-28,KELANIYA,1
2020-04-28,Dehiwson,1
2019-07-04,COLOMBO 8,2
2020-03-02,HOMAGAMA,1
2020-04-22,COLOMBO 6,2
2020-06-01,WANDURAMBA,1
2019-12-12,ORUBENDI SIYAMBALAWA,1
2020-02-05,AVISSAWELLA,2
2020-02-29,LUNUWILA,1
2019-08-07,PELIYAGODA,2
2019-10-24,JA ELA,1
2019-10-05,WATTALA,6
2019-06-01,JA-ELA,1
2019-09-09,Bepzbiyagama,4
2019-12-26,KULIYAPITIYA,1
2020-05-13,JA-ELA,1
2019-08-19,HORANA,2
2019-11-02,WEWELDENIYA,1
2020-01-13,WEBODA,1
2019-09-26,KATUNAYAKE (FTZ),2
2019-11-18,"WALGAMA,MALWANA",1
2019-09-12,HATTON,1
2019-11-18,"JANADIPATHI MW,COLOMBO 01",1
2020-02-20,MOUNT LAVINIA,1
2020-05-19,COLOMBO 6,2
2020-05-28,JAFFNA,1
2019-07-25,Sadalankawa,1
2019-08-19,MATARA,1
2019-09-19,RAJAGIRIYA,4
2019-09-10,COLOMBO 9,1
2019-09-27,KALUTARA,2
2019-12-09,RATNAPURA,1
2020-01-09,COLOMBO 7,3
2019-11-19,KOTTE,1
2019-12-04,MORATUWA,2
2019-06-12,KOTTE,1
2019-08-10,SANDALANKAWA,1
2019-08-24,COLOMBO 1,11
2020-05-19,COLOMBO 2,11
2019-06-08,WATTALA,7
2019-07-02,COOMBO,1
2019-08-19,MAHARAGAMA,4
2019-08-30,SEEDUWA,3
2020-03-12,PAMUNUGAMA,1
2020-05-19,COLOMBO 4,2
2019-07-30,COLOMBO,16
2019-09-02,PANNIPITIYA,1
2020-04-08,KADAWATHA,1
2019-07-05,MARAWILA,1
2019-10-21,MARAWILA,1
2019-12-30,BIYAGAMA,5
2020-01-18,Bepzbiyagama,2
2020-03-11,BADALGAMA,8
2019-09-27,CHILAW,1
2020-03-13,COLOMBO 2,2
2019-11-14,JA-ELA,1
2020-01-04,NEGOM,1
2019-06-01,RATMALANA,1
2019-07-08,MAHARAGAMA,3
2019-08-31,PANNALA,1
2019-11-04,WELLAMPITIYA,1
2020-01-09,KADAWATHA,1
2020-05-19,KOCHCHIKADE,5
2019-10-04,Ragama,4
2019-11-06,GAMPAHA,1
2019-12-03,KADAWATHA,1
2019-12-13,WATTALA,4
2020-05-14,MIRISSA,2
2019-08-01,COLOMBO 7,5
2019-11-07,COLOMBO 3,55
2020-02-26,TALAWATUGODA,1
2020-03-13,COLOMBO 4,2
2019-09-23,COLOMBO 10,8
2020-04-08,MARAWILA,1
2020-01-16,BADALGAMA,9
2020-03-02,GALLE,1
2020-05-28,Ragama,4
2019-07-12,MAHARAGAMA,4
2019-11-28,PILIYANDALA,1
2019-11-29,GALLE,3
2020-01-24,MAHARAGAMA,1
2020-02-19,NEGOMBO,5
2020-05-13,WATTALA,3
2019-07-13,Panandura,1
2019-08-07,RAJAGIRIYA,3
2020-04-24,SEEDUWA,1
2019-10-25,KURUNEGALA,1
2019-06-01,AVISSAWELLA,1
2019-07-03,Biyagama,4
2019-09-09,PANNIPITIYA,3
2019-09-14,BIYAGAMA IPZ,8
2019-10-07,BADALGAMA,2
2019-11-22,HOMAGAMA,1
2020-01-23,BORALUWEWA,1
2020-05-12,AVISSAWELLA,1
2019-08-01,NEGOMBO,3
2019-12-14,PANNIPITIYA,1
2019-12-24,COLOMBO 1,7
2019-07-09,COLOMBO,9
2020-02-14,KATUWELLEGAMA,1
2020-04-28,Dehewala,1
2019-12-07,ANURADHAPURA,1
2019-10-14,POLONNARUWA,1
2020-03-19,KOTTE,3
2019-10-17,HENEGAMA,1
2019-12-13,COLOMBO 2,8
2019-07-26,MOUNT LAVINIA,1
2019-11-08,MAHARAGAMA,1
2019-07-04,GAMPAHA,3
2019-10-24,HORANA,1
2019-08-01,GANEMULLA,1
2020-03-13,TALAWATUGODA,1
2019-11-28,KURUNEGALA,1
2020-01-17,HOMAGAMA,1
2019-07-27,RAGAMA,5
2019-08-07,COLOMBO 8,2
2020-02-10,PANNAMPITIYA,1
2019-12-30,COLOMBO 9,1
2020-01-30,RATMALANA,1
2020-03-03,BATTARAMULLA,5
2019-09-04,BADALGAMA,3
2019-09-21,COLOMBO 8,4
2019-08-23,COLOMBO 5,6
2020-02-03,WATTALA,4
2020-02-22,RATMALE,1
2020-02-24,GONAPOLA,1
2020-02-26,COLOMBO 2,3
2019-07-31,RATNAPURA,1
2019-11-27,COLOMBO 8,1
2019-08-31,NUGEGODA,5
2019-11-13,TISSAMAHARAMA,1
2019-10-28,HORANA,4
2019-08-15,COLOMBO 14,3
2019-09-19,KOTUGODA JA ELA,1
2019-12-23,PUTTALAM,1
2019-10-28,MAHARAGAMA,2
2020-01-09,COLOMBO 11,2
2020-04-18,PANADURA,6
2019-07-08,MUDUNGODA,1
2020-03-14,COLOMBO,20
2019-08-10,RAJAGIRIYA,3
2019-09-21,PANADURA,1
2019-10-21,WELISARA,1
2019-06-06,COLOMBO 6,1
2019-08-15,COLOMBO 11,2
2019-08-20,NITTAMBUWA,1
2019-11-13,RATMALANA,2
2019-12-18,BATTARAMULLA,1
2020-01-20,SEEDUWA,3
2020-01-09,BORALESGAMUWA,1
2020-02-06,KOTTE,3
2019-06-17,NEGOMBO,2
2019-08-02,COLOMBO,6
2019-11-28,DANKOTUWA,1
2019-09-06,COLOMBO 15,2
2019-11-23,MINUWANGODA,1
2020-01-08,DERANIYAGALA,1
2019-09-12,COLOMBO 1,6
2019-10-31,COLOMBO 4,1
2020-02-18,COLOMBO,2
2019-12-09,Nitabuwa,1
2020-01-27,NAWALA,1
2019-07-11,Sethawka,1
2019-12-26,COLOMBO 7,6
2019-12-26,BORALESGAMUWA,2
2019-07-08,HORANA,3
2019-11-18,KATUNAYAKE (FTZ),2
2019-12-07,RATMALANA,1
2019-09-02,NEGOMBO,2
2019-12-16,KOHUWALA,2
2019-10-05,COLOMBO 2,7
2019-10-31,RATMALANA,2
2019-06-03,AKARAGAMA,1
2019-11-06,COLOMBO 11,4
2020-05-21,COLOMBO 2,14
2019-06-14,EMBILIPITIYA,1
2019-11-18,EKALA,1
2020-02-29,BIYAGAMA,13
2020-05-15,EHELIYAGODA,1
2019-07-01,DUNAGAHA,1
2019-12-09,COLOMBO 6,3
2020-01-11,MORATUWA,7
2020-05-28,PELIYAGODA,2
2019-09-16,KADAWATHA,4
2020-03-12,COLOMBO 5,8
2019-07-15,SEEDUWA,1
2019-10-09,COLOMBO 2,4
2019-12-12,Homagama,4
2020-01-20,COLOMBO 2,23
2020-02-24,COLOMBO 5,4
2020-03-14,KOCHCHIKADE,6
2019-07-05,COLOMBO 14,1
2019-09-16,GAMPAHA,3
2019-07-06,ANURADHAPURA,1
2019-11-30,COLOMBO 5,4
2020-02-05,COLOMBO,10
2020-02-05,COLOMBO 1,8
2019-07-19,KANDANA,1
2019-11-13,COLOMBO 2,8
2020-06-01,GONAWALA,1
2020-01-08,COLOMBO 1,9
2020-01-29,NEBODA,1
2020-05-12,COLOMBO 6,1
2020-05-26,Rathamalana,1
2019-09-16,KADUWELA,4
2019-12-04,JA-ELA,1
2020-04-30,MIRIGAMA,1
2019-09-21,DAMBULLA,1
2020-01-29,NUGEGODA,1
2020-05-19,WENNAPPUWA,1
2019-08-27,GALLE,2
2019-12-18,KELANIYA,3
2019-10-14,COLOMBO 11,7
2019-11-11,KEGALLE,1
2019-12-04,BIYAGAMA,6
2019-12-28,LIYANGAHAWELA,1
2019-10-17,KADAWATHA,1
2020-02-10,COLOMBO,49
2019-06-27,MORATUWA,6
2019-12-09,RANALA,1
2020-01-20,BATTARAMULLA,1
2019-07-17,WENNAPPUWA,1
2019-11-06,COLOMBO 14,3
2020-02-27,MIHINTALE,1
2019-07-17,BADALGAMA,4
2019-08-12,NEGOMBO,6
2019-10-26,POLONNARUWA,1
2020-01-11,"RAJAGIRIYA ",1
2019-06-14,RATMALANA,11
2019-10-08,NUGEGODA,2
2019-07-18,JA-ELA,3
2020-01-04,"72C,BAUDDH",1
2019-06-01,COLOMBO 4,1
2019-12-21,MATALE,1
2020-05-27,MAKEWITA,1
2019-09-10,MAHARAGAMA,2
2020-01-13,HORANA,2
2020-02-17,COLOMBO 10,13
2020-03-14,DANKOTUWA,1
2019-09-11,GANEMULLA,1
2020-03-05,PANADURA,1
2019-11-09,BORALESGAMUWA,2
2019-11-04,GALEWELA,1
2019-11-18,NEBODA,1
2019-12-09,MORATUWA,6
2019-12-05,KOTTE,2
2019-12-30,MALABE,1
2019-07-15,HANWELLA,1
2019-11-18,COLOMBO 6,3
2020-01-02,KATUNAYAKE,3
2019-08-10,Biyagama,5
2020-03-03,KELANIYA,1
2020-02-10,GONAWILA,1
2020-02-27,COLOMBO 15,1
2020-04-20,COLOMBO 3,24
2020-01-06,Nittabuwa,1
2019-06-22,MALWANA,8
2019-09-03,PILIYANDALA,1
2019-11-06,KADAWATHA,1
2019-12-02,COLOMBO 4,3
2019-07-31,COLOMBO,13
2019-09-30,WATTALA,4
2020-02-14,KAPUGODA,1
2019-07-03,MORATUWA,3
2019-12-18,COLOMBO 2,5
2019-09-26,MATARA,2
2020-02-10,KANDANA,2
2020-05-27,JA ELA,1
2019-10-11,KANDY,1
2019-12-05,WATTALA,3
2019-11-14,MULLERIYAWA NEW TOWN,1
2019-12-13,KATUWELLEGAMA,1
2019-06-27,BIYAGAMA,4
2019-10-19,SANDALANKAWA,1
2020-02-03,PANNIPITIYA,3
2019-07-01,HORANA,4
2019-09-26,HORANA,2
2019-10-14,GAMPAHA,4
2019-12-09,AGRA,1
2019-10-26,BIYAGAMA,3
2020-04-24,Battaramulla,1
2019-06-29,COLOMBO 3,35
2019-12-05,ANGODA,1
2019-06-26,MALWANA,3
2019-08-26,COLOMBO 5,12
2020-01-25,COLOMBO 11,2
2020-01-04,COLOMBO 14,2
2020-04-23,COLOMBO7,1
2019-08-06,COLOMBO 14,1
2019-11-15,Dehiwaia,1
2019-12-14,CHILAW,1
2020-03-11,COLOMBO 6,4
2019-11-27,COLOMBO WTC,1
2019-08-06,COLOMBO 11,2
2019-09-28,COLOMBO 8,4
2019-10-12,MALABE,1
2020-01-09,GAMPAHA,1
2019-11-14,BIYAGAMA IPZ,3
2019-11-30,WELIGAMA,1
2019-12-21,KOCHCHIKADE,1
2020-03-04,DANKOTUWA,2
2020-03-05,ragama,2
2019-08-01,MALWANA,12
2020-02-25,COLOMBO,5
2019-11-11,BOOSSA,1
2019-06-28,RATMALANA,3
2019-08-05,COLOMBO 9,2
2019-11-14,NITTAMBUWA,3
2020-02-15,SANDALANKAWA,1
2019-07-22,BORALESGAMUWA,5
2020-01-22,NUGEGODA,3
2019-12-26,COLOMBO 15,1
2020-02-05,BATTARAMULLA,2
2019-09-27,COLOMBO 7,9
2019-10-14,VAVUNIYA,1
2019-07-18,KAPUGODA,1
2020-02-06,NEGOMBO,1
2019-12-04,COLOMBO 6,1
2019-07-17,COLOMBO 4,1
2020-01-11,COLOMBO 6,3
2020-04-27,RATMALANA,2
2019-12-09,KOCHCHIKADE,2
2019-12-16,COLOMBO 14,4
2020-02-01,COLOMBOB4,1
2019-08-07,ragama,6
2019-10-09,MATALE,1
2019-07-27,AKARAGAMA,1
2019-08-28,RATMALE,1
2019-09-20,NAWALAKANDA,1
2019-10-11,BADALGAMA,3
2020-02-05,GAMPAHA,1
2020-01-17,COLOMBO 10,7
2019-07-05,HOMAGAMA,4
2019-10-10,MALWANA,7
2019-06-22,NAWALAKANDA,1
2019-08-01,DELGODA,1
2019-11-01,BATTARAMULLA,1
2019-11-04,MALABE,2
2019-09-20,COLOMBO 3,64
2019-09-24,COLOMBO 2,1
2019-10-31,COLOMBO 1,13
2019-06-20,COLOMBO 5,2
2019-07-12,COLOMBO 3,53
2019-11-27,Nitabuwe,1
2019-12-05,PANNIPITIYA,2
2019-12-30,RANALA,1
2020-05-09,BERUWALA,1
2019-12-10,KAMBURUPITIYA,1
2019-11-22,BADALGAMA,4
2020-02-24,NUGEGODA,9
2019-07-09,KOHUWALA,1
2019-11-29,COLOMBO 6,5
2019-08-01,BORALESGAMUWA,4
2020-02-20,COLOMBO 1,9
2019-07-17,COLOMBO 6,1
2020-01-31,KALUTARA,1
2020-04-27,PANADURA,1
2019-11-20,COLOMBO 15,1
2019-12-05,MALWANA,7
2019-12-06,COLOMBO 3,51
2020-01-04,KANANWILA,1
2019-07-19,Ekala,2
2019-11-06,Nittabuwa,3
2019-08-10,Ragama,1
2020-01-27,KANDY,1
2020-03-13,ANURADHAPURA,1
2019-08-12,DELGODA,2
2019-08-24,COLOMBO 8,2
2019-12-23,CHILAW,1
2019-09-04,COLOMBO 3,48
2019-09-21,NAIMANA,1
2019-12-12,KALUTARA,1
2020-03-12,SANDALANKAWA,1
2020-04-20,PANNIPITIYA,4
2019-08-24,COLOMBO 2,6
2019-09-02,COLOMBO 7,7
2019-06-01,KADUWELA,1
2019-06-26,DEHIWALA,1
2020-05-28,MALABE,1
2019-11-15,"HEMAS BLDNG,5TH FL,COLOMBO 01",1
2020-05-21,COLOMBO 4,2
2019-09-04,BINGIRIYA,1
2019-09-07,WENNAPPUWA,1
2019-08-29,BIYAGAMA IPZ,3
2019-12-07,GAMPAHA,1
2020-02-10,AVISSAWELLA,2
2020-04-10,BIYAGAMA,1
2019-09-23,COLOMBO 7,9
2019-10-30,GAMPAHA,1
2019-12-12,BORALESGAMUWA,1
2019-12-13,COLOMBO 8,1
2019-06-08,COLOMBO 4,2
2019-07-22,COLOMBO 5,4
2020-01-13,PUGODA,1
2019-09-14,IBBAGAMUWA,1
2019-07-25,NEBODA,1
2019-09-30,HANWELLA,1
2020-05-13,KOHUWALA,1
2020-05-19,KANDY,2
2019-08-24,PANADURA,1
2019-12-12,HORANA,3
2020-01-30,NUGEGODA COLOMBO,1
2019-10-25,MIRIGAMA,1
2020-03-04,KATUBADDA,1
2019-10-09,COLOMBO 8,2
2019-12-02,MAKOLA,1
2020-01-31,COLOMBO 1,5
2020-02-01,MAHARAGAMA,1
2019-11-11,RAJAGIRIYA,3
2019-11-13,COLOMBO 4,2
2019-11-19,Nitabuwa,2
2019-12-09,COLOMBO 4,3
2019-12-30,KANDANA,2
2019-06-10,KADUWELA,1
2020-03-05,COLOMBO 3,48
2019-10-15,COLOMBO 15,1
2019-11-04,BIYAGAMA IPZ,1
2019-12-12,GALLE,4
2020-05-27,NUGEGODA,2
2019-09-11,COLOMBO 14,1
2019-09-21,PELIYAGODA,3
2020-01-21,BALAPITIYA,1
2020-02-29,PANADURA,3
2019-12-30,BADALGAMA,4
2020-01-08,AVISSAWELLA,1
2019-06-06,RAJAGIRIYA,4
2019-10-02,KALUTARA,1
2020-01-14,COLOMBO 1,4
2019-08-23,BORALESGAMUWA,2
2019-11-04,WADDUWA,1
2020-01-22,HAMBANTOTA,1
2020-02-19,WATTALA,5
2019-06-06,NUGEGODA,1
2019-11-25,RANALA,2
2019-12-23,KOTTE,3
2019-06-10,YAKKALA,2
2020-03-07,MARAWILA,1
2019-09-17,Katunayake,1
2019-12-20,COLOMBO 3,69
2019-09-16,DIVULAPITIYA,1
2019-07-29,KADAWATHA,1
2019-08-12,KAPUGODA,1
2020-03-04,MALWANA,8
2019-09-11,MOUNT LAVINIA,1
2019-10-05,COLOMBO 8,1
2019-12-09,COLOMBO 2,9
2019-10-11,RANALA,1
2019-10-28,"EKALA, JA ELA",1
2019-12-06,MAHARAGAMA,1
2019-10-03,KELANIYA,3
2019-11-07,PANADURA,1
2019-11-22,MAHARAGAMA,1
2020-02-07,COLOMBO 4,1
2020-03-02,ANURADHAPURA,1
2019-06-21,COLOMBO 1,3
2019-06-27,KELANIYA,2
2019-09-30,COLOMBO 12,2
2019-12-23,MALWANA,17
2020-02-07,COLOMBO 2,8
2020-04-22,KATUNAYAKE,1
2019-07-18,WATTALA,2
2019-08-13,DEHIWALA,5
2019-08-29,KELANIYA,3
2019-09-02,"MAHENWATTA,PITIPANA,HOMAGAMA",1
2019-09-06,Ragama,1
2019-09-06,AVISSAWELLA,1
2019-06-21,COLOMBO 8,2
2019-07-23,BATTARAMULLA,1
2019-11-13,AVISSAWELLA,1
2020-02-26,RATNAPURA,1
2019-09-19,ATHURUGIRIYA,1
2019-07-29,COLOMBO 5,3
2020-02-24,PANADURA WESTERN,1
2020-03-04,KOTTE,3
2020-05-21,KOCHCHIKADE,1
2019-10-07,COLOMBO 12,2
2020-01-21,BORALESGAMUWA,1
